line,artist
Or trying to enter me?,Ozzy
Voices in the darkness,Ozzy
Scream away my mental health,Ozzy
Can I ask a question,Ozzy
To help me save me from myself?,Ozzy
Enemies fill up the pages,Ozzy
Are they me,Ozzy
Monday 'till Sunday in stages,Ozzy
Set me free,Ozzy
Take me through the centuries to supersonic years,Ozzy
Electrifying enemy is drowning in his tears,Ozzy
All I have to give you is a love that never dies,Ozzy
The symptom of the universe is written in your eyes,Ozzy
Yeah,Ozzy
Mother mooch is calling me back to her silver womb,Ozzy
Father of creation takes me from my stolen tomb,Ozzy
Seventh night the unicorn is waiting in the skies,Ozzy
"The symptom of the universe, a love that never dies",Ozzy
Yeah,Ozzy
"Take my hand, my child of love come step inside my tears",Ozzy
Swim the magic ocean I've been crying all these years,Ozzy
When our love will ride away into eternal skies,Ozzy
"A symptom of the universe, a love that never dies",Ozzy
Yeah,Ozzy
What you get and what you see,Ozzy
Things that don't come easily,Ozzy
Feeling happy in my vein,Ozzy
Icicles within my brain,Ozzy
(cocain),Ozzy
Something blowing in my head,Ozzy
"Winter's ice, it soon will spread",Ozzy
Death would freeze my very soul,Ozzy
"Makes me happy, makes me cold",Ozzy
(cocain),Ozzy
My eyes are blind but I can see,Ozzy
The snowflakes glisten on the tree,Ozzy
The sun no longer sets me free,Ozzy
I feel there's no place freezing me,Ozzy
Crystal world with winter flowers,Ozzy
Turns my day to frozen hours,Ozzy
Fill my dreams with flakes of snow,Ozzy
Soon I'll feel the chilling glow,Ozzy
(cocain),Ozzy
Don't you think I know what I'm doing,Ozzy
Don't tell me that it's doing me wrong,Ozzy
You're the one who's really a loser,Ozzy
This is where I feel I belong,Ozzy
(cocain),Ozzy
Let the winter sun shine on,Ozzy
Let me feel the frost of dawn,Ozzy
Lying snowblind in the sun,Ozzy
Will my ice age ever come?,Ozzy
(cocain),Ozzy
What is this that stands before me?,Ozzy
Figure in black which points at me,Ozzy
"Turn around quick, and start to run",Ozzy
Find out I'm the chosen one,Ozzy
Oh nooo!,Ozzy
Big black shape with eyes of fire,Ozzy
Telling people their desire,Ozzy
"Satan's sitting there, he's smiling",Ozzy
Watches those flames get higher and higher,Ozzy
"Oh no, no, please God help me!",Ozzy
"Is it the end, my friend?",Ozzy
Satan's coming 'round the bend,Ozzy
People running 'cause they're scared,Ozzy
The people better go and beware!,Ozzy
"No, no, please, no!",Ozzy
"Goin' home, late last night",Ozzy
Yeah Suddenly I got a fright,Ozzy
Yeah I looked through the window and surprised what I saw,Ozzy
"Fairy boots were dancin' with a dwarf, all right now!",Ozzy
Yeah Fairies wear boots and you gotta believe me,Ozzy
"Yeah I saw it, I saw it, I tell you no lies",Ozzy
Yeah Fairies wear boots and you gotta believe me,Ozzy
"I saw it, I saw it with my own two eyes, all right now!",Ozzy
Yeah Fairies wear boots and you gotta believe me,Ozzy
"Yeah I saw it, I saw it, I tell you no lies",Ozzy
Yeah Fairies wear boots and you gotta believe me,Ozzy
"I saw it, I saw it with my own two eyes, all right now!",Ozzy
"So I went to the doctor, see what he could give me",Ozzy
"He said ""Son, son, you've gone too far.",Ozzy
"'Cause smokin' and trippin' is all that you do.""",Ozzy
Yeah!,Ozzy
Generals gathered in their masses,Ozzy
Just like witches at black masses,Ozzy
Evil minds that plot destruction,Ozzy
Sorcerers of death's construction,Ozzy
In the fields the bodies burning,Ozzy
As the war machine keeps turning,Ozzy
Death and hatred to mankind,Ozzy
"Poisoning their brainwashed minds, oh lord yeah!",Ozzy
Politicians hide themselves away,Ozzy
They only started the war,Ozzy
Why should they go out to fight?,Ozzy
"They leave that role to the poor, yeah!",Ozzy
Time will tell on their power minds,Ozzy
Making war just for fun,Ozzy
Treating people just like pawns in chess,Ozzy
"Wait 'till their judgement day comes, yeah!",Ozzy
"Now in darkness, world stops turning",Ozzy
As is where the bodies' burning,Ozzy
No more war pigs of the power,Ozzy
Hand of god has struck the hour,Ozzy
"Day of judgement, god is calling",Ozzy
"On their knees, the war pigs crawling",Ozzy
Begging mercy for their sins,Ozzy
"Satan, laughing, spreads his wings, oh lord yeah!",Ozzy
"Misty morning, clouds in the sky",Ozzy
"Without warning, the wizard walks by",Ozzy
"Casting his shadow, weaving his spell",Ozzy
"Funny clothes, tinkling bell",Ozzy
Never talking,Ozzy
Just keeps walking,Ozzy
Spreading his magic,Ozzy
Evil power disappears,Ozzy
Demons worry when the wizard is near,Ozzy
He turns tears into joy,Ozzy
Everyone's happy when the wizard walks by,Ozzy
Never talking,Ozzy
Just keeps walking,Ozzy
Spreading his magic,Ozzy
"Sun is shining, clouds have gone by",Ozzy
All the people give a happy sigh,Ozzy
"He has passed by, giving his sign",Ozzy
Left all the people feeling so fine,Ozzy
Never talking,Ozzy
Just keeps walking,Ozzy
Spreading his magic,Ozzy
Oh yeah!,Ozzy
Some people say my love cannot be true,Ozzy
"Please believe me, my love, and I'll show you",Ozzy
I will give you those things you thought unreal,Ozzy
"The sun, the moon, the stars all bear my seal",Ozzy
Oh yeah!,Ozzy
Follow me now and you will not regret,Ozzy
Leaving the life you led before we met,Ozzy
You are the first to have this love of mine,Ozzy
Forever with me 'till the end of time,Ozzy
Your love for me has just got to be real,Ozzy
Before you know the way I'm going to feel,Ozzy
I'm going to feel,Ozzy
I'm going to feel,Ozzy
Oh yeah!,Ozzy
"Now I have you with me, under my power",Ozzy
Our love grows stronger now with every hour,Ozzy
"Look into my eyes, you will see who I am",Ozzy
"My name is Lucifer, please take my hand",Ozzy
Oh yeah!,Ozzy
Follow me now and you will not regret,Ozzy
Leaving the life you led before we met,Ozzy
You are the first to have this love of mine,Ozzy
Forever with me 'till the end of time,Ozzy
Your love for me has just got to be real,Ozzy
Before you know the way I'm going to feel,Ozzy
I'm going to feel,Ozzy
I'm going to feel,Ozzy
Oh yeah!,Ozzy
"Now I have you with me, under my power",Ozzy
Our love grows stronger now with every hour,Ozzy
"Look into my eyes, you will see who I am",Ozzy
"My name is Lucifer, please take my hand",Ozzy
Alright now!,Ozzy
Try it out!,Ozzy
When I first met you didn't realize,Ozzy
I can't forget you or your surprise,Ozzy
You introduced me to my mind,Ozzy
And left me wanting you and your kind,Ozzy
Oh yeah Babe!,Ozzy
Come on now - try it out,Ozzy
My life was empty forever on a down,Ozzy
Until you took me showed me around,Ozzy
"My life is free now, my life is clear",Ozzy
I love you sweet leaf - though you can't hear,Ozzy
Oh yeah Babe!,Ozzy
Come on now - try it out,Ozzy
Straight people don't know what you're about,Ozzy
They put you down and shut you out,Ozzy
You gave to me a new belief,Ozzy
And soon the world will love you sweet leaf,Ozzy
Oh yeah Babe!,Ozzy
Try it out!,Ozzy
All right! Oh yeah!,Ozzy
I want to die with the sweet leaf,Ozzy
Oh yeah! All right now!,Ozzy
Try it out!,Ozzy
I love you sweet leaf,Ozzy
Oh yeah!,Ozzy
"People going nowhere, taken for a ride",Ozzy
Looking for the answers that they know inside,Ozzy
"Searching for a reason, looking for a rhyme",Ozzy
"Snow White's mirror said ""partners in crime!""",Ozzy
Don't they ever have to worry?,Ozzy
Don't they ever wonder why?,Ozzy
It's a part of me that tells you,Ozzy
"Oh, don't you ever, don't ever say die",Ozzy
"Never, never, never say die again",Ozzy
"Sunday's satisfaction, Monday's home and dry",Ozzy
"Truth is on the doorstep, welcome in the lie",Ozzy
"All dressed up in sorrow, got no place to go",Ozzy
"Hold back, `till it's ready, taking it slow",Ozzy
There's no need have a reason,Ozzy
There's no need to wonder why,Ozzy
It's a part of me that tells you,Ozzy
"Oh, don't you ever, don't ever say die",Ozzy
"Never, never, never say die again",Ozzy
Don't you ever say die,Ozzy
Don't you ever say die,Ozzy
Never say die,Ozzy
"Panic, silver lining, writing's on the wall",Ozzy
"Children get together, you can save us all",Ozzy
"Future's on the corner, throwing us to die",Ozzy
"Slow down, turn around, everything's fine",Ozzy
There's no need to have a reason,Ozzy
There's no need to wonder why,Ozzy
It's a part of me that tells you,Ozzy
"Oh, don't you ever, don't ever say die",Ozzy
"Never, never, never say die again",Ozzy
You've seen life through distorted eyes,Ozzy
You know you had to learn,Ozzy
The execution of your mind,Ozzy
You really had to turn,Ozzy
The race is run the book is read,Ozzy
The end begins to show,Ozzy
"The truth is out, the lies are old",Ozzy
But you don't want to know,Ozzy
Nobody will ever let you know,Ozzy
When you ask the reasons why,Ozzy
They'll just tell you that you're on your own,Ozzy
Fill your head all full of lies,Ozzy
The people who have crippled you,Ozzy
You want to see them burn,Ozzy
The gates of life have closed on you,Ozzy
And now there's just no return,Ozzy
You're wishing that the hands of doom,Ozzy
Could take your mind away,Ozzy
And you don't care if you don't see,Ozzy
Again the light of day,Ozzy
Nobody will ever let you know,Ozzy
When you ask the reasons why,Ozzy
They'll just tell you that you're on your own,Ozzy
Fill your head all full of lies,Ozzy
You bastards!,Ozzy
Has he lost his mind?,Ozzy
Can he see or is he blind?,Ozzy
"Can he walk at all,",Ozzy
Or if he moves will he fall?,Ozzy
Is he alive or dead?,Ozzy
Has he thoughts within his head?,Ozzy
Weâll just pass him there,Ozzy
Why should we even care?,Ozzy
He was turned to steel,Ozzy
In the great magnetic field,Ozzy
Where he traveled time,Ozzy
For the future of mankind,Ozzy
Nobody wants him,Ozzy
He just stares at the world,Ozzy
Planning his vengeance,Ozzy
That he will soon unfold,Ozzy
Now the time is here,Ozzy
For iron man to spread fear,Ozzy
Vengeance from the grave,Ozzy
Kills the people he once saved,Ozzy
Nobody wants him,Ozzy
They just turn their heads,Ozzy
Nobody helps him,Ozzy
Now he has his revenge,Ozzy
Heavy boots of lead,Ozzy
Fills his victims full of dread,Ozzy
Running as fast as they can,Ozzy
Iron man lives again!,Ozzy
Revolution in their minds - the children start to march,Ozzy
Against the world they have to live in,Ozzy
Oh! the hate that's in their hearts,Ozzy
They're tired of being pushed around,Ozzy
And told just what to do,Ozzy
They'll fight the world until they've won,Ozzy
And love comes flowing through. Yeah!,Ozzy
Children of tomorrow live in the tears that fall today,Ozzy
Will the sunrise of tomorrow bring in peace in any way,Ozzy
Must they live in constant shadow of atomic fear,Ozzy
Can they win the fight for peace or will they disappear? Yeah!,Ozzy
So you children of the world listen to what I say,Ozzy
If you want a better place to live in spread,Ozzy
The world today,Ozzy
Show the world that love is still alive you must be brave,Ozzy
Or your children of today are children of the grave. Yeah!,Ozzy
Finished with my woman,Ozzy
'cause she couldn't help me with my mind,Ozzy
People think I'm insane,Ozzy
Because I am frowning all the time,Ozzy
All day long I think of things,Ozzy
But nothing seems to satisfy,Ozzy
Think I'll lose my mind,Ozzy
If I don't find something to pacify,Ozzy
"Can you help me, occupy my brain?",Ozzy
Oh yeah!,Ozzy
I need someone to show me,Ozzy
The things in life that I can't find,Ozzy
I can't see the things that make true,Ozzy
"Happiness, I must be blind",Ozzy
Make a joke and I will sigh,Ozzy
And you will laugh and I will cry,Ozzy
Happiness I cannot feel,Ozzy
And love to me is so unreal,Ozzy
And so as you hear these words,Ozzy
Telling you now of my state,Ozzy
I tell you to enjoy life,Ozzy
I wish I could but it's too late,Ozzy
Screams break the silence,Ozzy
Waking from the dead of night,Ozzy
Vengence is boiling,Ozzy
He's returned to kill the light,Ozzy
Then when he's found who he's looking for,Ozzy
Listen in awe and you'll hear him,Ozzy
Bark at the moon,Ozzy
Ha ha ha ha ha...,Ozzy
Years spent in torment,Ozzy
Buried in a nameless grave,Ozzy
Now he has risen,Ozzy
Miracles would have to save,Ozzy
Those that the beast is looking for,Ozzy
Listen in awe and you'll hear him,Ozzy
Bark at the moon,Ozzy
"Hey yeah, bark at the moon",Ozzy
They cursed and buried him along with shame,Ozzy
"And thought his timeless soul had gone, gone",Ozzy
In empty burning hell - unholy one,Ozzy
But he's returned to prove them wrong (so wrong),Ozzy
"Ooh, yeah baby",Ozzy
Howling in shadows,Ozzy
Living in a lunar spell,Ozzy
He finds his heaven,Ozzy
Spewing from the mouth of hell,Ozzy
Those that the beast is looking for,Ozzy
Listen in awe and you'll hear him,Ozzy
Bark at the moon,Ozzy
"Hey yeah, bark at the moon",Ozzy
"Hey yeah, bark at the moon",Ozzy
"Oh Oh yeah, bark at the moon",Ozzy
How many times can you put me down ,Ozzy
'Till in your heart you realize,Ozzy
If you chose to criticise you choose your enemies,Ozzy
Everything that I say and do,Ozzy
In your eyes is always wrong,Ozzy
Tell me where do I belong in a sick society,Ozzy
"Your're no different to me, yeah",Ozzy
"Your're no different, no different to me",Ozzy
Look at yourself instead o' looking at me,Ozzy
With accusation in your eyes,Ozzy
Do you want me crucified for my profanity,Ozzy
Concealing your crimes behind a grandeur of lies,Ozzy
Tell me where do I begin,Ozzy
If you think you're without sin be the first to cast the stone,Ozzy
"Your're no different to me, yeah",Ozzy
"Your're no different, no different to me",Ozzy
"Your're no different to me, yeah",Ozzy
"Your're no different, no different to me",Ozzy
"Can't you see, can't you see",Ozzy
Your're no different to me,Ozzy
"Won't you see, won't you see",Ozzy
You're no different to me,Ozzy
Living my life in a way that I choose,Ozzy
You say I should apologize,Ozzy
Is that envy in your eyes reflecting jealousy,Ozzy
Tell me the truth and I'll admit to my guilt,Ozzy
If you'll try and understand,Ozzy
Is that blood that's on your hand from your democrocy,Ozzy
"Your're no different to me, yeah",Ozzy
"Your're no different, no different to me",Ozzy
"Your're no different to me, yeah",Ozzy
"Your're no different, no different to me",Ozzy
Overbearing woman makin' it so hard for me,Ozzy
"Now you've laid it down for all to see, yeah",Ozzy
"Can I ask a question, d'ya think that you can take a blow",Ozzy
"This is why I always come and go, yeah",Ozzy
"Now you see it, now you don't, yeah",Ozzy
Careful of words that get caught in your throat,Ozzy
"Face the music, take it like a man, yeah",Ozzy
"Givin' it to me anyway that you can, yeah",Ozzy
Everybody's feeling everything you've got to feel,Ozzy
I've got something that you can't conceal,Ozzy
"Now you see it, now you don't, yeah",Ozzy
Careful of words that get caught in your throat,Ozzy
"Face the music, take it like a man, yeah",Ozzy
Givin' it to me anyway that you can,Ozzy
"Now you see it, now you don't",Ozzy
"Now you see it, now you don't",Ozzy
"Now you see it, now you don't",Ozzy
"Now you see it, now you don't",Ozzy
"Now you see it, now you don't",Ozzy
"Now you see it, now you don't",Ozzy
"Give me central heating, hope that I can pay the bill",Ozzy
"Making me forget my fear of hell, yeah",Ozzy
"Must be luck in odd numbers, now you face me upside down",Ozzy
"I'm so far up, I'm afraid to come back down, yeah",Ozzy
"Now you see it, now you don't, yeah",Ozzy
Careful of words that get caught in your throat,Ozzy
"Face the music, take it like a man, yeah",Ozzy
Givin' it to me anyway that you can,Ozzy
They couldn't see what I thought would be so obvious,Ozzy
They hide behind the laws they made for all of us,Ozzy
The ministry of truth that deals with pretense,Ozzy
The ministry of peace that sits on defense,Ozzy
I'm washing my hands of what they're trying to do,Ozzy
"It's for me, it's for me, it's for you, it's for you",Ozzy
I'm just a rock 'n' roll rebel,Ozzy
I'll tell you no lies,Ozzy
They say I worship the devil,Ozzy
They must be stupid or blind,Ozzy
I'm just a rock 'n' roll rebel,Ozzy
They live a life of fear and insecurity,Ozzy
And all you do is pay for their prosperity,Ozzy
The ministry of fear that won't let you live,Ozzy
The ministry of grace that doesn't forgive,Ozzy
Do what you will to try and make me conform,Ozzy
I'll make you wish that you had never been born,Ozzy
Cause I'm a rock 'n' roll rebel,Ozzy
I'll do what I please,Ozzy
Yes I'm a rock 'n' roll rebel,Ozzy
And I'm as free as the breeze,Ozzy
I'm just a rock 'n' roll rebel,Ozzy
They'll try playin' win your heart,Ozzy
They know it rules your head,Ozzy
If they could read between the lines,Ozzy
You know they'd see the real day,Ozzy
God only knows why they couldn't see the obvious,Ozzy
Is it because they manifest the incubus,Ozzy
The ministry of war that got caught in the draft,Ozzy
The ministry of joy that still hasn't laughed,Ozzy
When it's all boiled down and the day's at an end,Ozzy
I'll give you no bullshit and I'll never pretend,Ozzy
Cause I'm a rock 'n' roll rebel,Ozzy
I'll tell you no lies,Ozzy
They say I worship the devil,Ozzy
Why don't they open their eyes,Ozzy
I'm just a rock 'n' roll rebel,Ozzy
A rock 'n' roll rebel,Ozzy
I'm just a rock 'n' roll rebel,Ozzy
"There's no present, there's no future",Ozzy
I don't even know about the past,Ozzy
It's all timeless and neverending,Ozzy
And for me to think it's all too vast,Ozzy
It goes forever and ever,Ozzy
You thought you knew but you never,Ozzy
There goes tomorrow,Ozzy
Journey to the centre of eternity,Ozzy
Journey to the centre of eternity,Ozzy
"The time is coming, but also going",Ozzy
And it's leaving never to return,Ozzy
"It may be heaven, could be forever",Ozzy
But if it's hell then you can watch me burn,Ozzy
It goes forever and ever,Ozzy
You thought you knew but you never,Ozzy
There goes tomorrow,Ozzy
Journey to the centre of eternity,Ozzy
Journey to the centre of eternity,Ozzy
I've got to travel forever,Ozzy
It's all within my mind,Ozzy
An endless path to endeavor,Ozzy
"Forever is a long, long time",Ozzy
There's no secrets and no corruption,Ozzy
In the centre of infinity,Ozzy
There's no limits to non-existence,Ozzy
And no begining to my destiny,Ozzy
It goes forever and ever,Ozzy
You thought you knew but you never,Ozzy
There goes tomorrow,Ozzy
Journey to the centre of eternity,Ozzy
Journey to the centre of eternity,Ozzy
Journey to the centre of eternity,Ozzy
Journey to the centre of eternity,Ozzy
Time has come to say goodbye,Ozzy
I know it's gonna make you cry,Ozzy
But you belong to another my love,Ozzy
"And half a love, that just isn't enough",Ozzy
I am so tired (so tired),Ozzy
And I just can't wait around for you,Ozzy
I am so tired (so tired),Ozzy
"And I always thought we'd see it through, yeah",Ozzy
I've waited all this time for you,Ozzy
Believed your promises were true,Ozzy
I keep believing that you mean what you say,Ozzy
"Be my tomorrow, now tomorrow's today",Ozzy
I am so tired (so tired),Ozzy
And I just can't wait around for you,Ozzy
I am so tired (so tired),Ozzy
"And I always thought we'd see it through, yeah",Ozzy
And I often sit and wonder why,Ozzy
You're not with me tonight,Ozzy
I stayed at home remaining true,Ozzy
"While you do what you want to do, yeah",Ozzy
And I often sit and wonder why,Ozzy
You're not with me tonight,Ozzy
I stayed at home remaining true,Ozzy
While you do what you want to do,Ozzy
I am so tired (so tired),Ozzy
And I just can't wait around for you,Ozzy
I am so tired (so tired),Ozzy
"And I always thought we'd see it through, yeah",Ozzy
"So tired, so tired",Ozzy
"So tired, so tired",Ozzy
"So tired, so tired, yeah",Ozzy
I'll never bother keeping up with you,Ozzy
"Burning the candle at both ends, it's true",Ozzy
You know the writing's on the wall,Ozzy
Why do you ride to take a fall,Ozzy
"Slow down, you're moving way too fast",Ozzy
"Slow down, you know you'll never last",Ozzy
"Slow down, your haste is making waste",Ozzy
"Slow down, and join the human race, yeah",Ozzy
I tried to tell you time and time again,Ozzy
You know you'll have to pay the consequence,Ozzy
Now you're obsessed with such a pace,Ozzy
But slow and steady wins the race,Ozzy
"Slow down, you're moving way too fast",Ozzy
"Slow down, you know you'll never last",Ozzy
"Slow down, your haste is making waste",Ozzy
"Slow down, and join the human race, yeah",Ozzy
You seem to run around and 'round in vain,Ozzy
People are saying that you've gone insane,Ozzy
Tell me just what you're running from,Ozzy
"One day you're here, the next you're gone",Ozzy
"Slow down, you're moving way too fast",Ozzy
"Slow down, you know you'll never last",Ozzy
"Slow down, your haste is making waste",Ozzy
"Slow down, and join the human race",Ozzy
Waiting for darkness,Ozzy
"Why doesn't anybody see, now",Ozzy
Deafened by silence,Ozzy
Why doesn't anybody hear,Ozzy
I'm waiting for darkness,Ozzy
Playing with fire,Ozzy
"But they're screaming when they're burned, yeah",Ozzy
Out of the sunlight,Ozzy
Hasn't anybody learned,Ozzy
I know what they'll find,Ozzy
It's in their mind,Ozzy
It's what they want to see,Ozzy
Spare me from the light,Ozzy
Here comes the night,Ozzy
And here I'll stay,Ozzy
Waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
Promise me rebirth,Ozzy
And then you tear me from the womb,Ozzy
Give me my freedom,Ozzy
And then you lock me in a tomb,Ozzy
I know what they'll find,Ozzy
It's in their mind,Ozzy
It's what they want to see,Ozzy
Spare me from the light,Ozzy
Here comes the night,Ozzy
And here I'll stay,Ozzy
Waiting for darkness,Ozzy
You gotta believe,Ozzy
You gotta believe it's true,Ozzy
I'm waiting for darkness,Ozzy
I just can't conceive,Ozzy
Why darkness is overdue,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
Who knows the answers,Ozzy
Is it friend or is it foe,Ozzy
Don't ask me questions,Ozzy
There are things you should not know,Ozzy
I know what you'll find,Ozzy
It's in your mind,Ozzy
It's what you want to see,Ozzy
Spare me from the light,Ozzy
Here comes the night,Ozzy
And here I'll stay,Ozzy
Waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
I'm waiting for darkness,Ozzy
Spiders in the night,Ozzy
Creeping round the walls,Ozzy
Now you'll feel him,Ozzy
Crawling over you,Ozzy
Creepy crawly things,Ozzy
Filling up your bed,Ozzy
Soon you'll feel him,Ozzy
Crawling through your brains,Ozzy
You think he's there,Ozzy
Beware his bite,Ozzy
But when you look,Ozzy
The spider's not in sight,Ozzy
Spiders reappear,Ozzy
Taking peoples names,Ozzy
Everything is taken down insane,Ozzy
There's no way out,Ozzy
And there's no key,Ozzy
But here's a clue,Ozzy
The spider's really me,Ozzy
You're written in his book,Ozzy
The spider won't forget,Ozzy
You won't forget,Ozzy
The spiders in the night,Ozzy
The end is going night,Ozzy
Itsy witsy friends,Ozzy
The spiders disappearing from the night,Ozzy
You think he's gone,Ozzy
You think he's dead,Ozzy
There's no escape,Ozzy
The spiders in your head,Ozzy
All the spiders in the night,Ozzy
All the spiders in the night,Ozzy
All the spiders in the night,Ozzy
"Get it up, keep it up as good as you can",Ozzy
The change is as good as the rest,Ozzy
Is it to be or not to be when it hits the fan,Ozzy
This is the ultimate test.,Ozzy
One up the b-side,Ozzy
One up the b-side,Ozzy
"Sing it or shout it out,the bent overture",Ozzy
Let me hear it at my request,Ozzy
You may think its funny but i don't know why,Ozzy
It gets it all off your chest.,Ozzy
One up the b-side.,Ozzy
One up the b-side.,Ozzy
One up the b-side.,Ozzy
One up the b-side.,Ozzy
I gotta do it just another time,Ozzy
Or else i'm gonna lose my mind,Ozzy
The answers simple and it's straight to the point,Ozzy
You can see it coming from behind.,Ozzy
One up the b-side.,Ozzy
One up the b-side.,Ozzy
One up the b-side.,Ozzy
"Overkill, enough is enough",Ozzy
There's nothing left of me to devour,Ozzy
"You've had your fill, I'm all I have left",Ozzy
What can stop your hunger for power?,Ozzy
'Cos you took advantage,Ozzy
Of things that I said,Ozzy
Now the feeling is dead,Ozzy
And that's the ultimate sin,Ozzy
And that's the ultimate sin,Ozzy
Anyway I look at it now,Ozzy
The doors are closed and cannot be opened,Ozzy
Bury your anger and bury your dead,Ozzy
Or you'll be left with nothing and no one,Ozzy
There's no point in screaming,Ozzy
'Cos you won't be heard,Ozzy
Now the tables have turned,Ozzy
It was the ultimate sin,Ozzy
It was the ultimate sin,Ozzy
It was the ultimate sin,Ozzy
It was the ultimate sin,Ozzy
I warned you then and I'm warning you now,Ozzy
If you mess with me you're playing with fire,Ozzy
Winds of change that are fanning the flames,Ozzy
Will carry you to your funeral pyre,Ozzy
It's pulling you down,Ozzy
It's your final descent,Ozzy
It's too late to repent,Ozzy
When it's the ultimate sin,Ozzy
When it's the ultimate sin,Ozzy
When it's the ultimate sin,Ozzy
When it's the ultimate sin,Ozzy
When it's the ultimate sin,Ozzy
Trapped in a lonely body,Ozzy
I'm losing control,Ozzy
Can't show my emotions,Ozzy
And I'm losing my soul,Ozzy
Could it be that I'm obsessed ,Ozzy
With feeding my disease?,Ozzy
I couldn't make it known,Ozzy
The hidden things that no one sees,Ozzy
"Yeah, loser",Ozzy
I'm a secret loser,Ozzy
Loser,Ozzy
I'm a secret loser,Ozzy
Fighting a losing battle,Ozzy
Pretending to win,Ozzy
Repenting to holy unknowns,Ozzy
Pretending to sin,Ozzy
All I do is hide the wounds,Ozzy
Where blood just won't congeal,Ozzy
Couldn't ever take my soul,Ozzy
'Cos isn't there to steal,Ozzy
"Yeah, loser",Ozzy
I'm a secret loser,Ozzy
Loser,Ozzy
"I'm a secret loser, now",Ozzy
"Though I'm the loser, there is no winner",Ozzy
There's nothing left to win,Ozzy
The hidden reasons now in deletion,Ozzy
Are lost in sin,Ozzy
"So heed my warning, the time is dawning",Ozzy
"I'll tell you, here's the twist",Ozzy
"The truth is lying, below the surface",Ozzy
I don't exist,Ozzy
Loser,Ozzy
I'm a secret loser,Ozzy
Loser,Ozzy
"I'm a secret loser, now",Ozzy
Seeing is not believing,Ozzy
It don't mean a thing,Ozzy
Although it appears to be that,Ozzy
The loser is king,Ozzy
I can understand that what you see,Ozzy
You think is real,Ozzy
But underneath the surface,Ozzy
Is a wound that cannot heal,Ozzy
"Yeah, loser",Ozzy
I'm a secret loser,Ozzy
Loser,Ozzy
I'm a secret loser,Ozzy
Loser,Ozzy
I'm a secret loser,Ozzy
Loser,Ozzy
I'm a secret loser,Ozzy
If we're offensive and pose a threat,Ozzy
You fear what we represent is a mess,Ozzy
You've missed the message that says it all,Ozzy
And you'll never know why,Ozzy
"Oh no, you'll never know why",Ozzy
We rock,Ozzy
It's just a feeling how we excite,Ozzy
You cannot rule everybody in sight,Ozzy
"But you condemn, don't understand",Ozzy
And you'll never know why,Ozzy
"Oh no, you'll never know why",Ozzy
"We rock, rock, rock",Ozzy
"We rock, rock, rock",Ozzy
"We rock, rock, rock",Ozzy
You'll never know why,Ozzy
We rock,Ozzy
I leave you cold and in disgust,Ozzy
"Don't try to tame me, you'll eat my dust",Ozzy
I know that you know not what you do,Ozzy
That's why you'll never know why,Ozzy
"Oh no, you'll never know why",Ozzy
"We rock, rock, rock",Ozzy
"We rock, rock, rock",Ozzy
"We rock, rock, rock",Ozzy
You'll never know why,Ozzy
"We rock, rock, rock",Ozzy
"We rock, rock, rock",Ozzy
"We rock, rock, rock",Ozzy
You'll never know why,Ozzy
We rock,Ozzy
Like moths to a flame,Ozzy
Is man ever gonna change?,Ozzy
Time's seen untold aggression,Ozzy
And infliction of pain,Ozzy
If that's the only thing that's stopping war,Ozzy
Then thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
"Nuke ya, nuke ya",Ozzy
War is just another game,Ozzy
Tailor made for the insane,Ozzy
But make a threat of their annihilation,Ozzy
And nobody wants to play,Ozzy
If that's the only thing that keeps the peace,Ozzy
Then thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
"Nuke ya, nuke ya",Ozzy
"Today was tommorow, yesterday",Ozzy
It's funny how time can slip away,Ozzy
The face of the doomsday clock,Ozzy
Has launched a thousand wars,Ozzy
As we near the final hour,Ozzy
Time is the only foe we have,Ozzy
When war is obsolete,Ozzy
I'll thank God for war's defeat,Ozzy
But any talk about hell freezing over,Ozzy
Is all said with tongue in cheek,Ozzy
Until the day the war drums beat no more,Ozzy
I'll thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
Thank God for the bomb,Ozzy
"Nuke ya, nuke ya",Ozzy
It is the voice of your laughter that echoes in vain,Ozzy
In the vessel of your sorrow and pain,Ozzy
It is the beat of a heart that you hear in your mind,Ozzy
"Something's missing, but you cannot explain",Ozzy
You've searched your soul for feeling,Ozzy
"Over and over now, over and over now",Ozzy
There is no use in dreaming,Ozzy
"Over and over now, over and over now",Ozzy
It is the chain that you're dragging that was once your relief,Ozzy
That's like everything that's born to die,Ozzy
And the birth of a doubt that was once your belief,Ozzy
Is drowning in the tears that you cry,Ozzy
It all remains a mystery,Ozzy
